dbn,school_name,beds,location_name,ncessch,combokey
28Q050,P.S. 050 Talfourd Lawn Elementary School,342800010050,P.S. 050 Talfourd Lawn Elementary School,360010002222,362058002222
28Q054,P.S. 054 Hillside,342800010054,P.S. 054 Hillside,360010002236,362058002236
28Q055,P.S. 055 Maure,342800010055,P.S. 055 Maure,360010002241,362058002241
28Q072,Catherine & Count Basie Middle School 72,342800010072,Catherine & Count Basie Middle School 72,360010002297,362058002297
28Q080,P.S. 080 Thurgood Marshall Magnet,342800010080,P.S. 080 Thurgood Marshall Magnet,360010002317,362058002317
28Q082,P.S. 082 Hammond,342800010082,P.S. 082 Hammond,360010002322,362058002322
28Q086,P.S. Q086,342800010086,P.S. Q086,360010002333,362058002333
28Q099,P.S. 099 Kew Gardens,342800010099,P.S. 099 Kew Gardens,360010002376,362058002376
28Q101,P.S. 101 School in the Gardens,342800010101,P.S. 101 School in the Gardens,360010002384,362058002384
28Q117,P.S. 117 J. Keld / Briarwood School,342800010117,P.S. 117 J. Keld / Briarwood School,360010002437,362058002437
28Q121,P.S. 121 Queens,342800010121,P.S. 121 Queens,360010002448,362058002448
28Q139,P.S. 139 Rego Park,342800010139,P.S. 139 Rego Park,360010002508,362058002508
28Q140,P.S. 140 Edward K Ellington,342800010140,P.S. 140 Edward K Ellington,360010002510,362058002510
28Q144,P.S. 144 Col Jeromus Remsen,342800010144,P.S. 144 Col Jeromus Remsen,360010002523,362058002523
28Q157,J.H.S. 157 Stephen A. Halsey,342800010157,J.H.S. 157 Stephen A. Halsey,360010002567,362058002567
28Q160,P.S. 160 Walter Francis Bishop,342800010160,P.S. 160 Walter Francis Bishop,360010002574,362058002574
28Q161,P.S. 161 Arthur Ashe School,342800010161,P.S. 161 Arthur Ashe School,360010004734,362058004734
28Q167,Metropolitan Expeditionary Learning School,342800011167,Metropolitan Expeditionary Learning School,360010006188,362058006188
28Q174,P.S. 174 William Sidney Mount,342800010174,P.S. 174 William Sidney Mount,360010002612,362058002612
28Q175,P.S. 175 The Lynn Gross Discovery School,342800010175,P.S. 175 The Lynn Gross Discovery School,360010002614,362058002614
28Q182,P.S. 182 Samantha Smith,342800010182,P.S. 182 Samantha Smith,360010004611,362058004611
28Q190,J.H.S. 190 Russell Sage,342800010190,J.H.S. 190 Russell Sage,360010002653,362058002653
28Q196,P.S. 196 Grand Central Parkway,342800010196,P.S. 196 Grand Central Parkway,360010002667,362058002667
28Q206,P.S. 206 The Horace Harding School,342800010206,P.S. 206 The Horace Harding School,360010002696,362058002696
28Q217,J.H.S. 217 Robert A. Van Wyck,342800010217,J.H.S. 217 Robert A. Van Wyck,360010002718,362058002718
28Q220,P.S. 220 Edward Mandel,342800010220,P.S. 220 Edward Mandel,360010002723,362058002723
28Q284,York Early College Academy,342800011284,York Early College Academy,360010005935,362058005935
28Q287,The Emerson School,342800010287,The Emerson School,360010006438,362058099809
28Q303,The Academy for Excellence through the Arts,342800010303,The Academy for Excellence through the Arts,360010006067,362058006067
28Q310,Queens Collegiate: A College Board School,342800011310,Queens Collegiate: A College Board School,360010006005,362058006005
28Q325,Hillside Arts & Letters Academy,342800011325,Hillside Arts & Letters Academy,360010006174,362058006174
28Q328,High School for Community Leadership,342800011328,High School for Community Leadership,360010006213,362058006213
28Q338,Queens Satellite High School for Opportunity,342800011338,Queens Satellite High School for Opportunity,360010006182,362058006182
28Q350,Jamaica Gateway to the Sciences,342800011350,Jamaica Gateway to the Sciences,360010006283,362058099952
28Q354,PS 354,342800010354,PS 354,360010006284,362058099950
28Q440,Forest Hills High School,342800011440,Forest Hills High School,360010001951,362058001951
28Q470,Jamaica High School,342800011470,Jamaica High School,360010002008,362058002008
28Q505,Hillcrest High School,342800011505,Hillcrest High School,360010001965,362058001965
28Q620,Thomas A. Edison Career and Technical Education High School,342800011620,Thomas A. Edison Career and Technical Education Hi,360010002881,362058002881
28Q680,Queens Gateway to Health Sciences Secondary School,342800011680,Queens Gateway to Health Sciences Secondary School,360010001414,362058001414
28Q686,QUEENS METROPOLITAN HIGH SCHOOL,342800011686,QUEENS METROPOLITAN HIGH SCHOOL,360010006209,362058006209
28Q687,Queens High School for the Sciences at York College,342800011687,Queens High School for the Sciences at York Colleg,360010005297,362058005297
28Q690,High School for Law Enforcement and Public Safety,342800011690,High School for Law Enforcement and Public Safety,360010005534,362058005534
28Q896,"Young Women's Leadership School, Queens",342800011896,"Young Women's Leadership School, Queens",360010005832,362058005832
29Q015,P.S. 015 Jackie Robinson,342900010015,P.S. 015 Jackie Robinson,360010102089,362058002089
29Q033,P.S. 033 Edward M. Funk,342900010033,P.S. 033 Edward M. Funk,360010102153,362058002153
29Q034,P.S. 034 John Harvard,342900010034,P.S. 034 John Harvard,360010102158,362058002158
29Q035,P.S. 035 Nathaniel Woodhull,342900010035,P.S. 035 Nathaniel Woodhull,360010102162,362058002162
29Q036,P.S. 036 Saint Albans School,342900010036,P.S. 036 Saint Albans School,360010102166,362058002166
29Q037,Cynthia Jenkins School,342900010037,Cynthia Jenkins School,360010102169,362058002169
29Q038,P.S. 038 Rosedale,342900010038,P.S. 038 Rosedale,360010102172,362058002172
29Q052,P.S. 052 Queens,342900010052,P.S. 052 Queens,360010102227,362058002227
29Q059,I.S. 059 Springfield Gardens,342900010059,I.S. 059 Springfield Gardens,360010102254,362058002254
29Q095,P.S. 095 Eastwood,342900010095,P.S. 095 Eastwood,360010102362,362058002362
29Q109,Jean Nuzzi Intermediate School,342900010109,Jean Nuzzi Intermediate School,360010102409,362058002409
29Q116,PS/IS 116 William C. Hughley,342900010116,PS/IS 116 William C. Hughley,360010102432,362058002432
29Q118,P.S. 118 Lorraine Hansberry,342900010118,P.S. 118 Lorraine Hansberry,360010102438,362058002438
29Q131,P.S. 131 Abigail Adams,342900010131,P.S. 131 Abigail Adams,360010102483,362058002483
29Q132,P.S. 132 Ralph Bunche,342900010132,P.S. 132 Ralph Bunche,360010102484,362058002484
29Q134,P.S. 134 Hollis,342900010134,P.S. 134 Hollis,360010102493,362058002493
29Q135,The Bellaire School,342900010135,The Bellaire School,360010102494,362058002494
29Q136,P.S. 136 Roy Wilkins,342900010136,P.S. 136 Roy Wilkins,360010102497,362058002497
29Q138,P.S./ M.S.138 Sunrise,342900010138,P.S./ M.S.138 Sunrise,360010102506,362058002506
29Q147,PS/MS 147 Ronald McNair,342900010147,PS/MS 147 Ronald McNair,360010102532,362058002532
29Q156,P.S. 156 Laurelton,342900010156,P.S. 156 Laurelton,360010102563,362058002563
29Q176,P.S. 176 Cambria Heights,342900010176,P.S. 176 Cambria Heights,360010102617,362058002617
29Q181,P.S. 181 Brookfield,342900010181,P.S. 181 Brookfield,360010102630,362058002630
29Q192,I.S. 192 The Linden,342900010192,I.S. 192 The Linden,360010102659,362058002659
29Q195,P.S. 195 William Haberle,342900010195,P.S. 195 William Haberle,360010102666,362058002666
29Q208,P.S. / I.S. 208,342900010208,P.S. / I.S. 208,360010105544,362058005544
29Q238,I.S. 238 - Susan B. Anthony Academy,342900010238,I.S. 238 - Susan B. Anthony Academy,360010101997,362058001997
29Q243,Institute for Health Professions at Cambria Heights,342900011243,Institute for Health Professions at Cambria Height,360010106440,362058099811
29Q248,Queens Preparatory Academy,342900011248,Queens Preparatory Academy,360010105833,362058005833
29Q251,P.S. 251 Queens,342900010251,P.S. 251 Queens,360010102765,362058002765
29Q259,Pathways College Preparatory School: A College Board School,342900011259,Pathways College Preparatory School: A College Boa,360010105834,362058005834
29Q265,Excelsior Preparatory High School,342900011265,Excelsior Preparatory High School,360010105733,362058005733
29Q268,PS/IS 268,342900010268,PS/IS 268,360010105545,362058005545
29Q270,The Gordon Parks School,342900010270,The Gordon Parks School,360010105546,362058005546
29Q272,George Washington Carver High School for the Sciences,342900011272,George Washington Carver High School for the Scien,360010105734,362058005734
29Q283,Preparatory Academy for Writers: A College Board School,342900011283,Preparatory Academy for Writers: A College Board S,360010105875,362058005875
29Q289,Queens United Middle School,342900010289,Queens United Middle School,360010106439,362058099813
29Q295,P.S./I.S. 295,342900010295,P.S./I.S. 295,360010105925,362058005925
29Q326,Cambria Heights Academy,342900011326,Cambria Heights Academy,360010106220,362058006220
29Q327,Eagle Academy for Young Men III,342900011327,Eagle Academy for Young Men III,360010106190,362058006190
29Q355,Collaborative Arts Middle School,342900010355,Collaborative Arts Middle School,360010106285,362058099949
29Q356,Community Voices Middle School,342900010356,Community Voices Middle School,360010106286,362058099948
29Q492,"Mathematics, Science Research and Technology Magnet High School",342900011492,"Mathematics, Science Research and Technology Magne",360010101408,362058001408
29Q494,"Law, Government and Community Service High School",342900011494,"Law, Government and Community Service High School",360010101409,362058001409
29Q496,"Business, Computer Applications & Entrepreneurship High School",342900011496,"Business, Computer Applications & Entrepreneurship",360010101411,362058001411
29Q498,Humanities & Arts Magnet High School,342900011498,Humanities & Arts Magnet High School,360010101413,362058001413
30Q002,P.S. 002 Alfred Zimberg,343000010002,P.S. 002 Alfred Zimberg,360010202045,362058002045
30Q010,I.S. 010 Horace Greeley,343000010010,I.S. 010 Horace Greeley,360010202071,362058002071
30Q011,P.S. 011 Kathryn Phelan,343000010011,P.S. 011 Kathryn Phelan,360010202077,362058002077
30Q017,P.S. 017 Henry David Thoreau,343000010017,P.S. 017 Henry David Thoreau,360010202093,362058002093
30Q069,P.S. 069 Jackson Heights,343000010069,P.S. 069 Jackson Heights,360010202287,362058002287
30Q070,P.S. 070 Queens,343000010070,P.S. 070 Queens,360010202289,362058002289
30Q076,P.S. 076 William Hallet,343000010076,P.S. 076 William Hallet,360010202309,362058002309
30Q078,P.S./I.S. 78Q,343000010078,P.S./I.S. 78Q,360010203123,362058003123
30Q084,P.S. 084 Steinway,343000010084,P.S. 084 Steinway,360010202328,362058002328
30Q085,P.S. 085 Judge Charles Vallone,343000010085,P.S. 085 Judge Charles Vallone,360010202330,362058002330
30Q092,P.S. 092 Harry T. Stewart Sr.,343000010092,P.S. 092 Harry T. Stewart Sr.,360010202352,362058002352
30Q111,P.S. 111 Jacob Blackwell,343000010111,P.S. 111 Jacob Blackwell,360010202416,362058002416
30Q112,P.S. 112 Dutch Kills,343000010112,P.S. 112 Dutch Kills,360010202420,362058002420
30Q122,P.S. 122 Mamie Fay,343000010122,P.S. 122 Mamie Fay,360010202451,362058002451
30Q126,Albert Shanker School for Visual and Performing Arts,343000010126,Albert Shanker School for Visual and Performing Ar,360010202466,362058002466
30Q127,P.S. 127 Aerospace Science Magne,343000010127,P.S. 127 Aerospace Science Magne,360010202470,362058002470
30Q141,I.S. 141 The Steinway,343000010141,I.S. 141 The Steinway,360010202514,362058002514
30Q145,I.S. 145 Joseph Pulitzer,343000010145,I.S. 145 Joseph Pulitzer,360010202527,362058002527
30Q148,P.S. 148 Queens,343000010148,P.S. 148 Queens,360010202534,362058002534
30Q149,P.S. 149 Christa Mcauliffe,343000010149,P.S. 149 Christa Mcauliffe,360010202536,362058002536
30Q150,P.S. 150 Queens,343000010150,P.S. 150 Queens,360010205287,362058005287
30Q151,P.S. 151 Mary D. Carter,343000010151,P.S. 151 Mary D. Carter,360010202544,362058002544
30Q152,P.S. 152 Gwendoline N. Alleyne School,343000010152,P.S. 152 Gwendoline N. Alleyne School,360010202548,362058002548
30Q166,P.S. 166 Henry Gradstein,343000010166,P.S. 166 Henry Gradstein,360010202594,362058002594
30Q171,P.S. 171 Peter G. Van Alst,343000010171,P.S. 171 Peter G. Van Alst,360010202606,362058002606
30Q204,I.S. 204 Oliver W. Holmes,343000010204,I.S. 204 Oliver W. Holmes,360010202688,362058002688
30Q212,P.S. 212,343000010212,P.S. 212,360010204785,362058004785
30Q222,P.S. Q222 - Fire Fighter Christopher A. Santora School,343000010222,P.S. Q222 - Fire Fighter Christopher A. Santora Sc,360010205288,362058005288
30Q227,I.S. 227 Louis Armstrong,343000011227,I.S. 227 Louis Armstrong,360010203146,362058003146
30Q228,P.S. 228 Early Childhood Magnet School of the Arts,343000010228,P.S. 228 Early Childhood Magnet School of the Arts,360010204893,362058004893
30Q230,I.S. 230,343000010230,I.S. 230,360010204802,362058004802
30Q234,P.S. 234,343000010234,P.S. 234,360010205553,362058005553
30Q235,Academy for New Americans,343000010235,Academy for New Americans,360010202535,362058002535
30Q258,Energy Tech High School,343000011258,Energy Tech High School,360010206443,362058099812
30Q280,P.S. 280,343000010280,P.S. 280,360010206186,362058006186
30Q286,"Young Women's Leadership School, Astoria",343000011286,"Young Women's Leadership School, Astoria",360010205948,362058005948
30Q291,Hunters Point Community Middle School,343000010291,Hunters Point Community Middle School,360010206441,362058099806
30Q301,Academy for Careers in Television and Film,343000011301,Academy for Careers in Television and Film,360010206070,362058006070
30Q329,East Elmhurst Community School,343000010329,East Elmhurst Community School,360010206442,362058099808
30Q445,William Cullen Bryant High School,343000011445,William Cullen Bryant High School,360010202887,362058002887
30Q450,Long Island City High School,343000011450,Long Island City High School,360010202022,362058002022
30Q501,Frank Sinatra School of the Arts High School,343000011501,Frank Sinatra School of the Arts High School,360010204894,362058004894
30Q502,Information Technology High School,343000011502,Information Technology High School,360010205511,362058005511
30Q555,Newcomers High School,343000011555,Newcomers High School,360010201821,362058001821
30Q575,Academy of American Studies,343000011575,Academy of American Studies,360010202562,362058002562
30Q580,Baccalaureate School for Global Education,343000011580,Baccalaureate School for Global Education,360010205735,362058005735
31R001,P.S. 001 Tottenville,353100010001,P.S. 001 Tottenville,360010302044,362058002044
31R002,I.S. R002 George L. Egbert,353100010002,I.S. R002 George L. Egbert,360010302046,362058002046
31R003,P.S. 003 The Margaret Gioiosa School,353100010003,P.S. 003 The Margaret Gioiosa School,360010302051,362058002051
31R004,P.S. 004 Maurice Wollin,353100010004,P.S. 004 Maurice Wollin,360010302052,362058002052
31R005,P.S. 005 Huguenot,353100010005,P.S. 005 Huguenot,360010302055,362058002055
31R006,P.S. 6 Corporal Allan F. Kivlehan School,353100010006,P.S. 6 Corporal Allan F. Kivlehan School,360010304816,362058004816
31R007,I.S. 007 Elias Bernstein,353100010007,I.S. 007 Elias Bernstein,360010301966,362058001966
31R008,P.S. 8 Shirlee Solomon,353100010008,P.S. 8 Shirlee Solomon,360010302062,362058002062
31R009,Naples Street Elementary School,353100010009,Naples Street Elementary School,360010306444,362058099842
31R011,P.S. 11 Thomas Dongan School,353100010011,P.S. 11 Thomas Dongan School,360010302075,362058002075
31R013,P.S. 013 M. L. Lindemeyer,353100010013,P.S. 013 M. L. Lindemeyer,360010302082,362058002082
31R014,P.S. 014 Cornelius Vanderbilt,353100010014,P.S. 014 Cornelius Vanderbilt,360010302086,362058002086
31R016,P.S. 016 John J. Driscoll,353100010016,P.S. 016 John J. Driscoll,360010302090,362058002090
31R018,P.S. 018 John G. Whittier,353100010018,P.S. 018 John G. Whittier,360010302097,362058002097
31R019,P.S. 019 The Curtis School,353100010019,P.S. 019 The Curtis School,360010302102,362058002102
31R020,P.S. 020 Port Richmond,353100010020,P.S. 020 Port Richmond,360010302107,362058002107
31R021,P.S. 21 Margaret Emery-Elm Park,353100010021,P.S. 21 Margaret Emery-Elm Park,360010302110,362058002110
31R022,P.S. 022 Graniteville,353100010022,P.S. 022 Graniteville,360010302113,362058002113
31R023,P.S. 023 Richmondtown,353100010023,P.S. 023 Richmondtown,360010302118,362058002118
31R024,I.S. 024 Myra S. Barnes,353100010024,I.S. 024 Myra S. Barnes,360010302120,362058002120
31R026,P.S. 026 The Carteret School,353100010026,P.S. 026 The Carteret School,360010302127,362058002127
31R027,I.S. 027 Anning S. Prall,353100010027,I.S. 027 Anning S. Prall,360010302130,362058002130
31R029,P.S. 029 Bardwell,353100010029,P.S. 029 Bardwell,360010302137,362058002137
31R030,P.S. 030 Westerleigh,353100010030,P.S. 030 Westerleigh,360010302142,362058002142
31R031,P.S. 031 William T. Davis,353100010031,P.S. 031 William T. Davis,360010302146,362058002146
31R032,P.S. 032 The Gifford School,353100010032,P.S. 032 The Gifford School,360010302149,362058002149
31R034,I.S. 034 Tottenville,353100010034,I.S. 034 Tottenville,360010301970,362058001970
31R035,P.S. 35 The Clove Valley School,353100010035,P.S. 35 The Clove Valley School,360010302159,362058002159
31R036,P.S. 036 J. C. Drumgoole,353100010036,P.S. 036 J. C. Drumgoole,360010302165,362058002165
31R038,P.S. 038 George Cromwell,353100010038,P.S. 038 George Cromwell,360010302171,362058002171
31R039,P.S. 39 Francis J. Murphy Jr.,353100010039,P.S. 39 Francis J. Murphy Jr.,360010302174,362058002174
31R041,P.S. 041 New Dorp,353100010041,P.S. 041 New Dorp,360010302186,362058002186
31R042,P.S. 042 Eltingville,353100010042,P.S. 042 Eltingville,360010302189,362058002189
31R044,P.S. 044 Thomas C. Brown,353100010044,P.S. 044 Thomas C. Brown,360010302196,362058002196
31R045,P.S. 045 John Tyler,353100010045,P.S. 045 John Tyler,360010302201,362058002201
31R046,P.S. 046 Albert V. Maniscalco,353100010046,P.S. 046 Albert V. Maniscalco,360010302206,362058002206
31R047,CSI High School for International Studies,353100011047,CSI High School for International Studies,360010305835,362058005835
31R048,P.S. 048 William C. Wilcox,353100010048,P.S. 048 William C. Wilcox,360010302214,362058002214
31R049,I.S. 49 Berta A. Dreyfus,353100010049,I.S. 49 Berta A. Dreyfus,360010302216,362058002216
31R050,P.S. 050 Frank Hankinson,353100010050,P.S. 050 Frank Hankinson,360010302220,362058002220
31R051,I.S. 051 Edwin Markham,353100010051,I.S. 051 Edwin Markham,360010302057,362058002057
31R052,P.S. 052 John C. Thompson,353100010052,P.S. 052 John C. Thompson,360010302229,362058002229
31R053,P.S. 053 Bay Terrace,353100010053,P.S. 053 Bay Terrace,360010302233,362058002233
31R054,P.S. 054 Charles W. Leng,353100010054,P.S. 054 Charles W. Leng,360010302234,362058002234
31R055,P.S. 055 Henry M. Boehm,353100010055,P.S. 055 Henry M. Boehm,360010302239,362058002239
31R056,P.S. 56 The Louis Desario School,353100010056,P.S. 56 The Louis Desario School,360010303394,362058003394
31R057,P.S. 057 Hubert H. Humphrey,353100010057,P.S. 057 Hubert H. Humphrey,360010302247,362058002247
31R058,Space Shuttle Columbia School,353100010058,Space Shuttle Columbia School,360010305548,362058005548
31R059,The Harbor View School,353100010059,The Harbor View School,360010306445,362058099841
31R060,P.S. 060 Alice Austen,353100010060,P.S. 060 Alice Austen,360010302257,362058002257
31R061,I.S. 061 William A Morris,353100010061,I.S. 061 William A Morris,360010301973,362058001973
31R063,Marsh Avenue School for Expeditionary Learning,353100010063,Marsh Avenue School for Expeditionary Learning,360010306006,362058006006
31R064,Gaynor McCown Expeditionary Learning School,353100011064,Gaynor McCown Expeditionary Learning School,360010306024,362058006024
31R065,P.S. 65 The Academy of Innovative Learning,353100010065,P.S. 65 The Academy of Innovative Learning,360010306035,362058006035
31R069,P.S. 069 Daniel D. Tompkins,353100010069,P.S. 069 Daniel D. Tompkins,360010302286,362058002286
31R072,I.S. 072 Rocco Laurie,353100010072,I.S. 072 Rocco Laurie,360010301974,362058001974
31R074,P.S. 74 FUTURE LEADERS ELEMENTARY SCHOOL,353100010074,P.S. 74 FUTURE LEADERS ELEMENTARY SCHOOL,360010306184,362058006184
31R075,I.S. 075 Frank D. Paulo,353100010075,I.S. 075 Frank D. Paulo,360010304526,362058004526
31R078,PS 78,353100010078,PS 78,360010306362,362058006362
31R080,The Michael J. Petrides School,353100011080,The Michael J. Petrides School,360010301827,362058001827
31R440,New Dorp High School,353100011440,New Dorp High School,360010302035,362058002035
31R445,Port Richmond High School,353100011445,Port Richmond High School,360010302850,362058002850
31R450,Curtis High School,353100011450,Curtis High School,360010301939,362058001939
31R455,Tottenville High School,353100011455,Tottenville High School,360010302883,362058002883
31R460,Susan E. Wagner High School,353100011460,Susan E. Wagner High School,360010302878,362058002878
31R470,Concord High School,353100011470,Concord High School,360010300962,362058000962
31R600,Ralph R. McKee Career and Technical Education High School,353100011600,Ralph R. McKee Career and Technical Education High,360010302861,362058002861
31R605,Staten Island Technical High School,353100011605,Staten Island Technical High School,360010304186,362058004186
31R861,Staten Island School of Civic Leadership,353100010861,Staten Island School of Civic Leadership,360010306149,362058006149
32K045,P.S. 045 Horace E. Greene,333200010045,P.S./I.S. 045 Horace E. Greene,360009702199,362058002199
32K075,P.S. 075 Mayda Cortiella,333200010075,P.S. 075 Mayda Cortiella,360009702304,362058002304
32K086,P.S. 086 The Irvington,333200010086,P.S. 086 The Irvington,360009702334,362058002334
32K106,P.S. 106 Edward Everett Hale,333200010106,P.S. 106 Edward Everett Hale,360009702400,362058002400
32K116,P.S. 116 Elizabeth L Farrell,333200010116,P.S. 116 Elizabeth L Farrell,360009702434,362058002434
32K123,P.S. 123 Suydam,333200010123,P.S. 123 Suydam,360009702457,362058002457
32K145,P.S. 145 Andrew Jackson,333200010145,P.S. 145 Andrew Jackson,360009702526,362058002526
32K151,P.S. 151 Lyndon B. Johnson,333200010151,P.S. 151 Lyndon B. Johnson,360009702543,362058002543
32K162,J.H.S. 162 The Willoughby,333200010162,J.H.S. 162 The Willoughby,360009702582,362058002582
32K168,The Brooklyn School for Math and Research,333200011168,The Brooklyn School for Math and Research,360009706274,362058099992
32K274,P.S. 274 Kosciusko,333200010274,P.S. 274 Kosciusko,360009702788,362058002788
32K291,J.H.S. 291 Roland Hayes,333200010291,J.H.S. 291 Roland Hayes,360009702799,362058002799
32K296,I.S. 296 - The Anna Gonzalez Community School,333200010296,I.S. 296 - The Anna Gonzalez Community School,360009702803,362058002803
32K299,P.S. 299 Thomas Warren Field,333200010299,P.S. 299 Thomas Warren Field,360009702806,362058002806
32K347,I.S. 347 School of Humanities,333200010347,I.S. 347 School of Humanities,360009704887,362058004887
32K349,"I.S. 349 Math, Science & Tech.",333200010349,"I.S. 349 Math, Science & Tech.",360009704888,362058004888
32K376,P.S. 376,333200010376,P.S. 376,360009701789,362058001789
32K377,P.S. 377 Alejandrina B. De Gautier,333200010377,P.S. 377 Alejandrina B. De Gautier,360009702829,362058002829
32K383,J.H.S. 383 Philippa Schuyler,333200010383,J.H.S. 383 Philippa Schuyler,360009702000,362058002000
32K384,P.S. /I.S. 384 Frances E. Carter,333200010384,P.S. /I.S. 384 Frances E. Carter,360009702830,362058002830
32K403,Academy for Environmental Leadership,333200011403,Academy for Environmental Leadership,360009705866,362058005866
32K545,EBC High School for Public Service - Bushwick,333200011545,EBC High School for Public Service - Bushwick,360009700827,362058000827
32K549,Bushwick School for Social Justice,333200011549,Bushwick School for Social Justice,360009705555,362058005555
32K554,All City Leadership Secondary School,333200011554,All City Leadership Secondary School,360009705537,362058005537
32K556,Bushwick Leaders High School for Academic Excellence,333200011556,Bushwick Leaders High School for Academic Excellen,360009705562,362058005562
32K562,Evergreen Middle School for Urban Exploration,333200010562,Evergreen Middle School for Urban Exploration,360009706331,362058099844
32K564,Bushwick Community High School,333200010564,Bushwick Community High School,360009705725,362058005725
84K037,Beginning with Children Charter School II,331400861021,Beginning with Children Charter School II,360106406305,360106406305
84K125,Success Academy Charter School - Bed-Stuy 2,331400861022,Success Academy Charter School - Bed-Stuy 2,360106306327,360106306327
84K129,Success Academy Charter School - Cobble Hill,331500861023,Success Academy Charter School - Cobble Hill,360106006359,360106006359
84K182,Success Academy Charter School - Williamsburg,331400861024,Success Academy Charter School - Williamsburg,360106206346,360106206346
84K333,Explore Exceed Charter School,331700861027,Explore Exceed Charter School,360105806354,360105806354
84K355,Williamsburg Collegiate Charter School,331400860885,Williamsburg Collegiate Charter School,360014505814,360014505814
84K356,Achievement First Crown Heights Charter School,331700860879,Achievement First Crown Heights Charter School,360014705821,360014705821
84K357,KIPP AMP Charter School,331700860882,KIPP AMP Charter School,360014805822,360014805822
84K358,Achievement First East New York Charter School,331900860880,Achievement First East New York Charter School,360014905824,360014905824
84K359,The Uft Charter School,331900860891,The Uft Charter School,360015005825,360015005825
84K360,LAUNCH EXPEDITIONARY LEARNING CHARTER SCHOOL,331600861003,LAUNCH EXPEDITIONARY LEARNING CHARTER SCHOOL,360105906349,360105906349
84K362,Hellenic Classical Charter School,331500860878,Hellenic Classical Charter School,360014605815,360014605815
84K367,Success Academy Charter School - Bed-Stuy 1,331400861007,Success Academy Charter School - Bed-Stuy 1,360105406295,360105406295
84K379,Explore Excel Charter School,331800860702,Explore Excel Charter School,360105206271,360105206271
84K386,Invictus Preparatory Charter School,331900860997,Invictus Preparatory Charter School,360105006293,360105006293
84K395,Roads Charter School I,332300861007,Roads Charter School I,360105706324,360105706324
84K417,Urban Dove Charter School,331300861006,Urban Dove Charter School,360106506342,360106506342
84K473,Williamsburg Charter High School,331400860865,Williamsburg Charter High School,360011505705,360011505705
84K486,New Dawn Charter High School,331500861016,New Dawn Charter High School,360106106343,360106106343
84K508,Achievement First Endeavor Charter School,331300860902,Achievement First Endeavor Charter School,360017005867,360017005867
84K517,Leadership Prep Bedford Stuyvesant Charter School,331300860901,Leadership Prep Bedford Stuyvesant Charter School,360017205868,360017205868
84K536,Community Roots Charter School,331300860893,Community Roots Charter School,360015905898,360015905898
84K538,Achievement First Bushwick Charter School,333200860906,Achievement First Bushwick Charter School,360016605902,360016605902
84K593,Excellence Boys Charter School,331600860860,Excellence Boys Charter School,360011405700,360011405700
84K608,Kings Collegiate Charter School,331800860908,Kings Collegiate Charter School,360094405974,360094405974
84K626,Achievement First Brownsville Charter School,332300860912,Achievement First Brownsville Charter School,360096906014,360096906014
84K648,Bedford Stuyvesant Collegiate Charter School,331600860918,Bedford Stuyvesant Collegiate Charter School,360096506044,360096506044
84K649,La Cima Charter School,331600860924,La Cima Charter School,360096106071,360096106071
84K651,PAVE Academy Charter School,331500860927,PAVE Academy Charter School,360094906082,360094906082
84K652,Brooklyn Ascend Charter School,331800860916,Brooklyn Ascend Charter School,360096606069,360096606069
84K680,Achievement First Aspire Charter School,331900860993,Achievement First Aspire Charter School,360110906421,360110906421
84K689,Citizens of the World Charter School 1,331400861036,Citizens of the World Charter School 1 Williamsbur,360109806405,360109806405
84K692,Citizens of the World Charter School 2,331700861037,Citizens of the World Charter School New York 2 Cr,360110106411,360110106411
84K693,Northside Charter High School,331400860945,Northside Charter High School,360094806058,360094806058
84K701,Brooklyn Charter School,331400860809,Brooklyn Charter School,360004504493,360004504493
84K702,Community Partnership Charter School,331300860810,Community Partnership Charter School,360004604487,360004604487
84K703,Beginning With Children Charter School,331400860825,Beginning With Children Charter School,360004104491,360004199999
84K704,Explore Charter School,331700860841,Explore Charter School,360015705846,360015705846
84K707,Brooklyn Prospect Charter School,331500860935,Brooklyn Prospect Charter School,360099106123,360099106123
84K710,Brownsville Collegiate Charter School,332300860939,Brownsville Collegiate Charter School,360098406165,360098406165
84K711,Leadership Preparatory Brownsville Charter School,332300860942,Leadership Preparatory Brownsville Charter School,360101606201,360101606201
84K712,Excellence Girls Charter School,331600860938,Excellence Girls Charter School,360100006112,360100006112
84K724,Leadership Prep Canarsie Charter School (Leadership Prep CS 4),331700860943,Leadership Prep Canarsie Charter School (Leadershi,360110606410,360110606410
84K726,Fahari Academy Charter School,331700860951,Fahari Academy Charter School,360099906168,360099906168
84K730,Summit Academy Charter School,331500860953,Summit Academy Charter School,360099806114,360099806114
84K731,Brooklyn Excelsior Charter School,331600860847,Brooklyn Excelsior Charter School,360011605708,360011605708
84K733,"Math, Engineering, and Science Academy Charter High School",333200861059,"Math, Engineering, and Science Academy Charter Hig",360109306429,360109306429
84K737,Brownsville Ascend Charter School,332300860954,Brownsville Ascend Charter School,360100206167,360100206167
84K738,New Visions Charter High School for Advanced Math and Science III,332200861053,New Visions Charter High School for Advanced Math,360108806425,360108806425
84K739,New Visions Charter High School for the Humanities III,332200861051,New Visions Charter High School for the Humanities,360110306424,360110306424
84K740,Brooklyn Scholars Charter School,331900860958,Brooklyn Scholars Charter School,360098906097,360098906097
